partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
2	2	Combined	5	4	0	1	Tip	error			102	0
2	2	Combined	6	4	0	1	Tip	correct	1	Tip	693	759
2	2	Combined	7	4	0	2	Flat	error			1245	0
2	2	Combined	8	4	0	1	Flat	error			22	0
2	2	Combined	9	4	0	2	Flat	error			1360	0
2	2	Combined	10	4	0	1	Tip	correct	1	Tip	87	227
2	2	Combined	11	4	0	2	Tip	correct	2	Tip	693	760
2	2	Combined	0	5	0	1	Flat	correct	1	Flat	1212	1781
2	2	Combined	1	5	0	2	Tip	correct	2	Tip	721	794
2	2	Combined	2	5	0	2	Flat	error			34	0
2	2	Combined	3	5	0	2	Tip	error			8	0
2	2	Combined	4	5	0	1	Flat	correct	1	Flat	1355	1992
2	2	Combined	5	5	0	1	Tip	correct	1	Tip	626	692
2	2	Combined	6	5	0	1	Tip	correct	1	Tip	37	88
2	2	Combined	7	5	0	2	Flat	error			36	0
2	2	Combined	8	5	0	1	Flat	error			1247	0
2	2	Combined	9	5	0	2	Flat	error			45	0
2	2	Combined	10	5	0	1	Tip	correct	1	Tip	717	768
2	2	Combined	11	5	0	2	Tip	correct	2	Tip	828	903
2	2	Combined	0	6	0	1	Flat	error			1473	0
2	2	Combined	1	6	0	2	Tip	correct	2	Tip	676	758
2	2	Combined	2	6	0	2	Flat	error			1406	0
2	2	Combined	3	6	0	2	Tip	error			59	0
2	2	Combined	4	6	0	1	Flat	correct	1	Flat	1383	2127
2	2	Combined	5	6	0	1	Tip	correct	1	Tip	631	705
2	2	Combined	6	6	0	1	Tip	correct	1	Tip	1227	1310
2	2	Combined	7	6	0	2	Flat	error			1707	0
2	2	Combined	8	6	0	1	Flat	error			143	0
2	2	Combined	9	6	0	2	Flat	correct	2	Flat	1990	3123
2	2	Combined	10	6	0	1	Tip	correct	1	Tip	624	673
2	2	Combined	11	6	0	2	Tip	correct	2	Tip	730	790
2	2	Combined	0	7	0	1	Flat	error			1525	0
2	2	Combined	1	7	0	2	Tip	correct	2	Tip	653	752
2	2	Combined	2	7	0	2	Flat	error			90	0
2	2	Combined	3	7	0	2	Tip	correct	2	Tip	655	706
2	2	Combined	4	7	0	1	Flat	correct	1	Flat	1312	1988
2	2	Combined	5	7	0	1	Tip	correct	1	Tip	636	702
2	2	Combined	6	7	0	1	Tip	correct	1	Tip	603	677
2	2	Combined	7	7	0	2	Flat	error			1479	0
2	2	Combined	8	7	0	1	Flat	error			71	0
2	2	Combined	9	7	0	2	Flat	error			85	0
2	2	Combined	10	7	0	1	Tip	correct	1	Tip	668	725
2	2	Combined	11	7	0	2	Tip	correct	2	Tip	632	706
2	2	Combined	0	8	0	1	Flat	correct	1	Flat	1501	2384
2	2	Combined	1	8	0	2	Tip	error			75	0
2	2	Combined	2	8	0	2	Flat	correct	2	Flat	1280	1940
2	2	Combined	3	8	0	2	Tip	error			38	0
2	2	Combined	4	8	0	1	Flat	error			37	0
2	2	Combined	5	8	0	1	Tip	correct	1	Tip	18	34
2	2	Combined	6	8	0	1	Tip	error			1477	0
2	2	Combined	7	8	0	2	Flat	correct	2	Flat	1993	3405
2	2	Combined	8	8	0	1	Flat	correct	1	Flat	1385	2186
2	2	Combined	9	8	0	2	Flat	correct	2	Flat	2579	4520
2	2	Combined	10	8	0	1	Tip	correct	1	Tip	38	77
2	2	Combined	11	8	0	2	Tip	error			28	0
2	2	Combined	0	9	0	1	Flat	correct	1	Flat	1349	2083
2	2	Combined	1	9	0	2	Tip	correct	2	Tip	597	655
2	2	Combined	2	9	0	2	Flat	correct	2	Flat	1655	2555
2	2	Combined	3	9	0	2	Tip	correct	2	Tip	538	603
2	2	Combined	4	9	0	1	Flat	error			1258	0
2	2	Combined	5	9	0	1	Tip	correct	1	Tip	524	590
2	2	Combined	6	9	0	1	Tip	correct	1	Tip	464	538
2	2	Combined	7	9	0	2	Flat	error			963	0
2	2	Combined	8	9	0	1	Flat	correct	1	Flat	1081	1668
2	2	Combined	9	9	0	2	Flat	error			1271	0
2	2	Combined	10	9	0	1	Tip	correct	1	Tip	610	676
2	2	Combined	11	9	0	2	Tip	correct	2	Tip	610	709
2	0	Half	0	0	0	2	Flat	correct	2	Flat	843	1083
2	0	Half	1	0	0	1	Tip	correct	1	Tip	57	148
2	0	Half	2	0	0	1	Tip	correct	1	Tip	470	544
2	0	Half	3	0	0	2	Flat	error			41	0
2	0	Half	4	0	0	2	Flat	error			26	0
2	0	Half	5	0	0	2	Flat	error			1066	0
2	0	Half	6	0	0	1	Tip	correct	1	Tip	100	530
2	0	Half	7	0	0	2	Flat	error			49	0
2	0	Half	8	0	0	2	Flat	error			1274	0
2	0	Half	9	0	0	1	Tip	correct	1	Tip	98	708
2	0	Half	10	0	0	1	Tip	correct	1	Tip	38	79
2	0	Half	11	0	0	1	Tip	correct	1	Tip	26	70
2	0	Half	0	1	0	2	Flat	correct	2	Flat	1705	2483
2	0	Half	1	1	0	1	Tip	correct	1	Tip	624	698
2	0	Half	2	1	0	1	Tip	correct	1	Tip	662	769
2	0	Half	3	1	0	2	Flat	correct	2	Flat	921	1310
2	0	Half	4	1	0	2	Flat	correct	2	Flat	1018	1496
2	0	Half	5	1	0	2	Flat	correct	2	Flat	923	1327
2	0	Half	6	1	0	1	Tip	correct	1	Tip	482	581
2	0	Half	7	1	0	2	Flat	error			934	0
2	0	Half	8	1	0	2	Flat	correct	2	Flat	742	1098
2	0	Half	9	1	0	1	Tip	correct	1	Tip	650	716
2	0	Half	10	1	0	1	Tip	correct	1	Tip	1603	1693
2	0	Half	11	1	0	1	Tip	correct	1	Tip	588	670
2	0	Half	0	2	0	2	Flat	correct	2	Flat	899	1229
2	0	Half	1	2	0	1	Tip	correct	1	Tip	553	627
2	0	Half	2	2	0	1	Tip	correct	1	Tip	615	706
2	0	Half	3	2	0	2	Flat	correct	2	Flat	745	1092
2	0	Half	4	2	0	2	Flat	correct	2	Flat	860	1232
2	0	Half	5	2	0	2	Flat	correct	2	Flat	1027	1523
2	0	Half	6	2	0	1	Tip	correct	1	Tip	555	638
2	0	Half	7	2	0	2	Flat	error			916	0
2	0	Half	8	2	0	2	Flat	correct	2	Flat	1140	1668
2	0	Half	9	2	0	1	Tip	correct	1	Tip	627	701
2	0	Half	10	2	0	1	Tip	correct	1	Tip	720	795
2	0	Half	11	2	0	1	Tip	correct	1	Tip	523	630
2	0	Half	0	3	0	2	Flat	correct	2	Flat	878	1232
2	0	Half	1	3	0	1	Tip	correct	1	Tip	576	658
2	0	Half	2	3	0	1	Tip	correct	1	Tip	550	649
2	0	Half	3	3	0	2	Flat	correct	2	Flat	1007	1502
2	0	Half	4	3	0	2	Flat	correct	2	Flat	1092	1603
2	0	Half	5	3	0	2	Flat	correct	2	Flat	1130	1765
2	0	Half	6	3	0	1	Tip	correct	1	Tip	618	717
2	0	Half	7	3	0	2	Flat	correct	2	Flat	1048	1643
2	0	Half	8	3	0	2	Flat	correct	2	Flat	1128	1773
2	0	Half	9	3	0	1	Tip	correct	1	Tip	538	612
2	0	Half	10	3	0	1	Tip	correct	1	Tip	505	596
2	0	Half	11	3	0	1	Tip	correct	1	Tip	505	604
2	0	Half	0	4	0	2	Flat	correct	2	Flat	1023	1543
2	0	Half	1	4	0	1	Tip	correct	1	Tip	578	652
2	0	Half	2	4	0	1	Tip	correct	1	Tip	514	605
2	0	Half	3	4	0	2	Flat	correct	2	Flat	1037	1623
2	0	Half	4	4	0	2	Flat	correct	2	Flat	1010	1538
2	0	Half	5	4	0	2	Flat	error			865	0
2	0	Half	6	4	0	1	Tip	correct	1	Tip	675	758
2	0	Half	7	4	0	2	Flat	error			946	0
2	0	Half	8	4	0	2	Flat	error			1138	0
2	0	Half	9	4	0	1	Tip	correct	1	Tip	619	710
2	0	Half	10	4	0	1	Tip	correct	1	Tip	495	585
2	0	Half	11	4	0	1	Tip	correct	1	Tip	615	739
