partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
1	1	Half	11	1	0	1	Flat	error			1387	0
1	1	Half	0	2	0	2	Tip	correct	2	Tip	1238	1289
1	1	Half	1	2	0	2	Tip	correct	2	Tip	1659	1710
1	1	Half	2	2	0	1	Flat	error			1548	0
1	1	Half	3	2	0	1	Flat	error			1295	0
1	1	Half	4	2	0	1	Flat	error			907	0
1	1	Half	5	2	0	2	Tip	correct	2	Tip	1685	1760
1	1	Half	6	2	0	1	Flat	error			1282	0
1	1	Half	7	2	0	2	Tip	correct	2	Tip	1133	1192
1	1	Half	8	2	0	2	Tip	correct	2	Tip	1472	1548
1	1	Half	9	2	0	2	Tip	correct	2	Tip	1059	1173
1	1	Half	10	2	0	1	Flat	error			1455	0
1	1	Half	11	2	0	1	Flat	error			1343	0
1	1	Half	0	3	0	2	Tip	correct	2	Tip	1059	1160
1	1	Half	1	3	0	2	Tip	correct	2	Tip	958	1057
1	1	Half	2	3	0	1	Flat	error			1312	0
1	1	Half	3	3	0	1	Flat	error			50	0
1	1	Half	4	3	0	1	Flat	error			1429	0
1	1	Half	5	3	0	2	Tip	correct	2	Tip	1100	1167
1	1	Half	6	3	0	1	Flat	error			1136	0
1	1	Half	7	3	0	2	Tip	error			59	0
1	1	Half	8	3	0	2	Tip	correct	2	Tip	1074	1174
1	1	Half	9	3	0	2	Tip	correct	2	Tip	1302	1370
1	1	Half	10	3	0	1	Flat	error			1501	0
1	1	Half	11	3	0	1	Flat	correct	1	Flat	776	934
1	1	Half	0	4	0	2	Tip	correct	2	Tip	1230	1298
1	1	Half	1	4	0	2	Tip	error			49	0
1	1	Half	2	4	0	1	Flat	correct	1	Flat	14	39
1	1	Half	3	4	0	1	Flat	error			1203	0
1	1	Half	4	4	0	1	Flat	error			1266	0
1	1	Half	5	4	0	2	Tip	correct	2	Tip	1137	1237
1	1	Half	6	4	0	1	Flat	correct	1	Flat	1285	1402
1	1	Half	7	4	0	2	Tip	correct	2	Tip	1806	1882
1	1	Half	8	4	0	2	Tip	correct	2	Tip	1605	1706
1	1	Half	9	4	0	2	Tip	correct	2	Tip	851	958
1	1	Half	10	4	0	1	Flat	error			1215	0
1	1	Half	11	4	0	1	Flat	error			1311	0
1	2	Combined	0	0	0	2	Flat	correct	2	Flat	2732	2940
1	2	Combined	1	0	0	2	Flat	error			1296	0
1	2	Combined	2	0	0	1	Tip	correct	1	Tip	1303	1387
1	2	Combined	3	0	0	1	Tip	correct	1	Tip	1302	1444
1	2	Combined	4	0	0	2	Tip	correct	2	Tip	1197	1290
1	2	Combined	5	0	0	2	Flat	error			1563	0
1	2	Combined	6	0	0	1	Flat	error			1393	0
1	2	Combined	7	0	0	2	Tip	correct	2	Tip	1199	1258
1	2	Combined	8	0	0	2	Tip	correct	2	Tip	1147	1247
1	2	Combined	9	0	0	1	Flat	error			1425	0
1	2	Combined	10	0	0	1	Flat	error			1529	0
1	2	Combined	11	0	0	1	Tip	correct	1	Tip	42	98
1	2	Combined	0	1	0	2	Flat	correct	2	Flat	1476	1709
1	2	Combined	1	1	0	2	Flat	error			1311	0
1	2	Combined	2	1	0	1	Tip	correct	1	Tip	1257	1315
1	2	Combined	3	1	0	1	Tip	correct	1	Tip	43	90
1	2	Combined	4	1	0	2	Tip	correct	2	Tip	1940	2007
1	2	Combined	5	1	0	2	Flat	error			28	0
1	2	Combined	6	1	0	1	Flat	error			1241	0
1	2	Combined	7	1	0	2	Tip	correct	2	Tip	1401	1493
1	2	Combined	8	1	0	2	Tip	correct	2	Tip	1483	1559
1	2	Combined	9	1	0	1	Flat	error			1276	0
1	2	Combined	10	1	0	1	Flat	error			1120	0
1	2	Combined	11	1	0	1	Tip	correct	1	Tip	1847	1881
1	2	Combined	0	2	0	2	Flat	error			1509	0
1	2	Combined	1	2	0	2	Flat	error			1665	0
1	2	Combined	2	2	0	1	Tip	correct	1	Tip	1459	1510
1	2	Combined	3	2	0	1	Tip	correct	1	Tip	1191	1274
1	2	Combined	4	2	0	2	Tip	correct	2	Tip	1175	1273
1	2	Combined	5	2	0	2	Flat	error			1380	0
1	2	Combined	6	2	0	1	Flat	error			1229	0
1	2	Combined	7	2	0	2	Tip	correct	2	Tip	1571	1663
1	2	Combined	8	2	0	2	Tip	correct	2	Tip	1022	1096
1	2	Combined	9	2	0	1	Flat	error			1203	0
1	2	Combined	10	2	0	1	Flat	error			983	0
1	2	Combined	11	2	0	1	Tip	correct	1	Tip	937	1011
1	2	Combined	0	3	0	2	Flat	error			1111	0
1	2	Combined	1	3	0	2	Flat	error			37	0
1	2	Combined	2	3	0	1	Tip	correct	1	Tip	1128	1204
1	2	Combined	3	3	0	1	Tip	correct	1	Tip	1766	1841
1	2	Combined	4	3	0	2	Tip	error			1121	0
1	2	Combined	5	3	0	2	Flat	error			1299	0
1	2	Combined	6	3	0	1	Flat	error			1596	0
1	2	Combined	7	3	0	2	Tip	correct	2	Tip	1374	1482
1	2	Combined	8	3	0	2	Tip	error			1272	0
1	2	Combined	9	3	0	1	Flat	error			1275	0
1	2	Combined	10	3	0	1	Flat	error			3235	0
1	2	Combined	11	3	0	1	Tip	correct	1	Tip	1083	1150
1	2	Combined	0	4	0	2	Flat	error			992	0
1	2	Combined	1	4	0	2	Flat	error			1199	0
1	2	Combined	2	4	0	1	Tip	correct	1	Tip	1239	1323
1	2	Combined	3	4	0	1	Tip	correct	1	Tip	1030	1129
1	2	Combined	4	4	0	2	Tip	correct	2	Tip	1210	1292
1	2	Combined	5	4	0	2	Flat	error			1441	0
1	2	Combined	6	4	0	1	Flat	error			1395	0
1	2	Combined	7	4	0	2	Tip	correct	2	Tip	1050	1132
1	2	Combined	8	4	0	2	Tip	correct	2	Tip	1551	1602
1	2	Combined	9	4	0	1	Flat	error			1174	0
1	2	Combined	10	4	0	1	Flat	error			1030	0
1	2	Combined	11	4	0	1	Tip	correct	1	Tip	927	1011
1	2	Combined	0	5	0	2	Flat	error			996	0
1	2	Combined	1	5	0	2	Flat	error			982	0
1	2	Combined	2	5	0	1	Tip	correct	1	Tip	860	943
1	2	Combined	3	5	0	1	Tip	correct	1	Tip	949	1031
1	2	Combined	4	5	0	2	Tip	correct	2	Tip	1676	1834
1	2	Combined	5	5	0	2	Flat	error			1253	0
1	2	Combined	6	5	0	1	Flat	error			1103	0
1	2	Combined	7	5	0	2	Tip	correct	2	Tip	1101	1241
1	2	Combined	8	5	0	2	Tip	correct	2	Tip	1334	1384
1	2	Combined	9	5	0	1	Flat	error			1068	0
1	2	Combined	10	5	0	1	Flat	error			1028	0
1	2	Combined	11	5	0	1	Tip	correct	1	Tip	952	1034
1	2	Combined	0	6	0	2	Flat	correct	2	Flat	1191	1341
1	2	Combined	1	6	0	2	Flat	error			1146	0
1	2	Combined	2	6	0	1	Tip	correct	1	Tip	897	1004
1	2	Combined	3	6	0	1	Tip	correct	1	Tip	1095	1178
1	2	Combined	4	6	0	2	Tip	correct	2	Tip	1369	1432
1	2	Combined	5	6	0	2	Flat	error			1652	0
1	2	Combined	6	6	0	1	Flat	error			1085	0
1	2	Combined	7	6	0	2	Tip	correct	2	Tip	1317	1409
1	2	Combined	8	6	0	2	Tip	correct	2	Tip	1310	1386
1	2	Combined	9	6	0	1	Flat	error			1165	0
1	2	Combined	10	6	0	1	Flat	error			1182	0
1	2	Combined	11	6	0	1	Tip	correct	1	Tip	1047	1148
1	2	Combined	0	7	0	2	Flat	error			932	0
1	2	Combined	1	7	0	2	Flat	error			1073	0
1	2	Combined	2	7	0	1	Tip	correct	1	Tip	1701	1792
1	2	Combined	3	7	0	1	Tip	correct	1	Tip	992	1091
1	2	Combined	4	7	0	2	Tip	correct	2	Tip	946	1070
1	2	Combined	5	7	0	2	Flat	error			1258	0
1	2	Combined	6	7	0	1	Flat	error			1265	0
1	2	Combined	7	7	0	2	Tip	correct	2	Tip	1061	1103
1	2	Combined	8	7	0	2	Tip	correct	2	Tip	1140	1214
1	2	Combined	9	7	0	1	Flat	error			1109	0
1	2	Combined	10	7	0	1	Flat	error			1652	0
1	2	Combined	11	7	0	1	Tip	correct	1	Tip	920	1035
1	2	Combined	0	8	0	2	Flat	error			1180	0
1	2	Combined	1	8	0	2	Flat	error			1164	0
1	2	Combined	2	8	0	1	Tip	correct	1	Tip	1291	1400
1	2	Combined	3	8	0	1	Tip	correct	1	Tip	1103	1168
1	2	Combined	4	8	0	2	Tip	correct	2	Tip	1087	1178
1	2	Combined	5	8	0	2	Flat	error			1614	0
1	2	Combined	6	8	0	1	Flat	error			1127	0
1	2	Combined	7	8	0	2	Tip	error			42	0
1	2	Combined	8	8	0	2	Tip	correct	2	Tip	994	1075
1	2	Combined	9	8	0	1	Flat	error			1324	0
1	2	Combined	10	8	0	1	Flat	error			925	0
1	2	Combined	11	8	0	1	Tip	correct	1	Tip	1159	1241
1	2	Combined	0	9	0	2	Flat	error			34	0
1	2	Combined	1	9	0	2	Flat	error			1099	0
1	2	Combined	2	9	0	1	Tip	correct	1	Tip	947	1030
1	2	Combined	3	9	0	1	Tip	correct	1	Tip	1041	1141
1	2	Combined	4	9	0	2	Tip	correct	2	Tip	1237	1346
1	2	Combined	5	9	0	2	Flat	error			1490	0
1	2	Combined	6	9	0	1	Flat	error			1332	0
1	2	Combined	7	9	0	2	Tip	correct	2	Tip	1131	1240
1	2	Combined	8	9	0	2	Tip	correct	2	Tip	1188	1288
1	2	Combined	9	9	0	1	Flat	error			1175	0
1	2	Combined	10	9	0	1	Flat	error			1642	0
1	2	Combined	11	9	0	1	Tip	correct	1	Tip	921	995
