partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
0	2	Combined	7	3	0	2	Flat	error			746	0
0	2	Combined	8	3	0	1	Tip	correct	1	Tip	482	573
0	2	Combined	9	3	0	1	Flat	correct	1	Flat	599	738
0	2	Combined	10	3	0	1	Tip	correct	1	Tip	661	768
0	2	Combined	11	3	0	2	Flat	error			619	0
0	2	Combined	0	4	0	1	Flat	error			389	0
0	2	Combined	1	4	0	1	Tip	correct	1	Tip	528	619
0	2	Combined	2	4	0	1	Flat	correct	1	Flat	615	738
0	2	Combined	3	4	0	2	Tip	correct	2	Tip	538	653
0	2	Combined	4	4	0	2	Tip	correct	2	Tip	724	839
0	2	Combined	5	4	0	2	Flat	error			627	0
0	2	Combined	6	4	0	2	Tip	correct	2	Tip	622	712
0	2	Combined	7	4	0	2	Flat	error			753	0
0	2	Combined	8	4	0	1	Tip	correct	1	Tip	448	515
0	2	Combined	9	4	0	1	Flat	correct	1	Flat	578	694
0	2	Combined	10	4	0	1	Tip	correct	1	Tip	517	600
0	2	Combined	11	4	0	2	Flat	error			568	0
0	2	Combined	0	5	0	1	Flat	error			432	0
0	2	Combined	1	5	0	1	Tip	correct	1	Tip	549	623
0	2	Combined	2	5	0	1	Flat	correct	1	Flat	1229	1361
0	2	Combined	3	5	0	2	Tip	error			13	0
0	2	Combined	4	5	0	2	Tip	correct	2	Tip	528	627
0	2	Combined	5	5	0	2	Flat	error			590	0
0	2	Combined	6	5	0	2	Tip	error			474	0
0	2	Combined	7	5	0	2	Flat	error			657	0
0	2	Combined	8	5	0	1	Tip	correct	1	Tip	510	602
0	2	Combined	9	5	0	1	Flat	correct	1	Flat	662	777
0	2	Combined	10	5	0	1	Tip	correct	1	Tip	508	615
0	2	Combined	11	5	0	2	Flat	correct	2	Flat	681	830
0	2	Combined	0	6	0	1	Flat	correct	1	Flat	645	761
0	2	Combined	1	6	0	1	Tip	correct	1	Tip	576	683
0	2	Combined	2	6	0	1	Flat	correct	1	Flat	605	728
0	2	Combined	3	6	0	2	Tip	correct	2	Tip	556	688
0	2	Combined	4	6	0	2	Tip	correct	2	Tip	692	791
0	2	Combined	5	6	0	2	Flat	correct	2	Flat	653	793
0	2	Combined	6	6	0	2	Tip	correct	2	Tip	618	733
0	2	Combined	7	6	0	2	Flat	error			565	0
0	2	Combined	8	6	0	1	Tip	correct	1	Tip	462	536
0	2	Combined	9	6	0	1	Flat	correct	1	Flat	590	722
0	2	Combined	10	6	0	1	Tip	correct	1	Tip	529	627
0	2	Combined	11	6	0	2	Flat	error			978	0
0	2	Combined	0	7	0	1	Flat	correct	1	Flat	683	823
0	2	Combined	1	7	0	1	Tip	correct	1	Tip	516	639
0	2	Combined	2	7	0	1	Flat	correct	1	Flat	629	770
0	2	Combined	3	7	0	2	Tip	correct	2	Tip	648	764
0	2	Combined	4	7	0	2	Tip	correct	2	Tip	526	658
0	2	Combined	5	7	0	2	Flat	error			532	0
0	2	Combined	6	7	0	2	Tip	correct	2	Tip	544	627
0	2	Combined	7	7	0	2	Flat	correct	2	Flat	687	868
0	2	Combined	8	7	0	1	Tip	correct	1	Tip	542	616
0	2	Combined	9	7	0	1	Flat	correct	1	Flat	604	753
0	2	Combined	10	7	0	1	Tip	correct	1	Tip	546	662
0	2	Combined	11	7	0	2	Flat	error			12	0
0	2	Combined	0	8	0	1	Flat	correct	1	Flat	633	765
0	2	Combined	1	8	0	1	Tip	error			537	0
0	2	Combined	2	8	0	1	Flat	correct	1	Flat	686	859
0	2	Combined	3	8	0	2	Tip	correct	2	Tip	557	689
0	2	Combined	4	8	0	2	Tip	correct	2	Tip	692	799
0	2	Combined	5	8	0	2	Flat	error			768	0
0	2	Combined	6	8	0	2	Tip	correct	2	Tip	545	653
0	2	Combined	7	8	0	2	Flat	error			648	0
0	2	Combined	8	8	0	1	Tip	correct	1	Tip	640	739
0	2	Combined	9	8	0	1	Flat	correct	1	Flat	657	856
0	2	Combined	10	8	0	1	Tip	correct	1	Tip	518	625
0	2	Combined	11	8	0	2	Flat	error			610	0
0	2	Combined	0	9	0	1	Flat	error			513	0
0	2	Combined	1	9	0	1	Tip	correct	1	Tip	58	98
0	2	Combined	2	9	0	1	Flat	error			55	0
0	2	Combined	3	9	0	2	Tip	correct	2	Tip	685	775
0	2	Combined	4	9	0	2	Tip	correct	2	Tip	580	688
0	2	Combined	5	9	0	2	Flat	correct	2	Flat	793	926
0	2	Combined	6	9	0	2	Tip	correct	2	Tip	587	702
0	2	Combined	7	9	0	2	Flat	error			678	0
0	2	Combined	8	9	0	1	Tip	correct	1	Tip	389	480
0	2	Combined	9	9	0	1	Flat	error			670	0
0	2	Combined	10	9	0	1	Tip	correct	1	Tip	452	551
0	2	Combined	11	9	0	2	Flat	error			648	0
0	0	Half	0	0	0	2	Flat	error			649	0
0	0	Half	1	0	0	1	Tip	correct	1	Tip	596	686
0	0	Half	2	0	0	2	Flat	error			665	0
0	0	Half	3	0	0	2	Flat	error			79	0
0	0	Half	4	0	0	2	Flat	correct	2	Flat	795	970
0	0	Half	5	0	0	1	Tip	correct	1	Tip	55	72
0	0	Half	6	0	0	2	Flat	error			47	0
0	0	Half	7	0	0	2	Flat	error			783	0
0	0	Half	8	0	0	1	Tip	correct	1	Tip	600	699
0	0	Half	9	0	0	1	Tip	correct	1	Tip	626	725
0	0	Half	10	0	0	1	Tip	correct	1	Tip	554	678
0	0	Half	11	0	0	1	Tip	correct	1	Tip	568	708
0	0	Half	0	1	0	2	Flat	error			758	0
0	0	Half	1	1	0	1	Tip	correct	1	Tip	52	100
0	0	Half	2	1	0	2	Flat	correct	2	Flat	804	977
0	0	Half	3	1	0	2	Flat	error			669	0
0	0	Half	4	1	0	2	Flat	error			784	0
0	0	Half	5	1	0	1	Tip	correct	1	Tip	597	729
0	0	Half	6	1	0	2	Flat	error			741	0
0	0	Half	7	1	0	2	Flat	error			803	0
0	0	Half	8	1	0	1	Tip	correct	1	Tip	592	715
0	0	Half	9	1	0	1	Tip	correct	1	Tip	578	701
0	0	Half	10	1	0	1	Tip	correct	1	Tip	522	679
0	0	Half	11	1	0	1	Tip	correct	1	Tip	529	686
0	0	Half	0	2	0	2	Flat	error			919	0
0	0	Half	1	2	0	1	Tip	correct	1	Tip	588	704
0	0	Half	2	2	0	2	Flat	error			719	0
0	0	Half	3	2	0	2	Flat	correct	2	Flat	746	973
0	0	Half	4	2	0	2	Flat	error			854	0
0	0	Half	5	2	0	1	Tip	correct	1	Tip	599	747
0	0	Half	6	2	0	2	Flat	error			915	0
0	0	Half	7	2	0	2	Flat	error			814	0
0	0	Half	8	2	0	1	Tip	correct	1	Tip	472	587
0	0	Half	9	2	0	1	Tip	correct	1	Tip	608	715
0	0	Half	10	2	0	1	Tip	correct	1	Tip	555	679
0	0	Half	11	2	0	1	Tip	correct	1	Tip	462	544
0	0	Half	0	3	0	2	Flat	correct	2	Flat	878	1259
0	0	Half	1	3	0	1	Tip	correct	1	Tip	547	679
0	0	Half	2	3	0	2	Flat	error			1188	0
0	0	Half	3	3	0	2	Flat	error			1570	0
0	0	Half	4	3	0	2	Flat	correct	2	Flat	1080	1812
0	0	Half	5	3	0	1	Tip	correct	1	Tip	60	84
0	0	Half	6	3	0	2	Flat	error			420	0
0	0	Half	7	3	0	2	Flat	error			47	0
0	0	Half	8	3	0	1	Tip	correct	1	Tip	658	765
0	0	Half	9	3	0	1	Tip	correct	1	Tip	33	58
0	0	Half	10	3	0	1	Tip	correct	1	Tip	514	578
0	0	Half	11	3	0	1	Tip	correct	1	Tip	483	582
0	0	Half	0	4	0	2	Flat	error			1476	0
0	0	Half	1	4	0	1	Tip	error			36	0
0	0	Half	2	4	0	2	Flat	error			1439	0
0	0	Half	3	4	0	2	Flat	error			66	0
0	0	Half	4	4	0	2	Flat	error			1318	0
0	0	Half	5	4	0	1	Tip	correct	1	Tip	536	618
0	0	Half	6	4	0	2	Flat	error			1372	0
0	0	Half	7	4	0	2	Flat	error			689	0
0	0	Half	8	4	0	1	Tip	correct	1	Tip	27	93
0	0	Half	9	4	0	1	Tip	correct	1	Tip	48	105
0	0	Half	10	4	0	1	Tip	correct	1	Tip	669	751
0	0	Half	11	4	0	1	Tip	correct	1	Tip	511	593
